nombre_ejercicio,otros_nombres,tipo_ejercicio,grupo_muscular_principal,grupo_muscular_secundario,localizacion,url_video,descripcion,imagen,equipamiento,nivel,patron_movimiento,series_recomendadas
Wall ball (lanzamiento a pared),Wall ball shot,Cardio,Cuerpo completo,"Cuádriceps, Glúteos, Hombros",Ambos,https://player.mediadelivery.net/play/713982/9719d384-f37a-44f5-b967-0268cfc2dcb9,"1. Sujeta el balón a la altura del pecho frente a la pared.
2. Baja en sentadilla hasta el paralelo.
3. Sube de forma explosiva y lanza el balón a un punto alto de la pared.
4. Recoge el balón y baja de nuevo en sentadilla. Repite.

⚠️ Errores comunes
* Lanzar solo con los brazos sin usar las piernas.
* No bajar lo suficiente en la sentadilla.
* Recibir el balón con los brazos rígidos.
* Redondear la espalda.",wall-ball-lanzamiento-a-pared.png,Balón medicinal,Intermedio,Metabólico / cuerpo completo,"3 series de 10 repeticiones, 60 seg de descanso"
Burpees,Burpee,Cardio,Cuerpo completo,"Cuádriceps, Pecho, Core",Ambos,,"1. Desde de pie, baja en cuclillas y apoya las manos en el suelo.
2. Lanza los pies atrás a posición de plancha (añade una flexión si quieres).
3. Recoge los pies de un salto hacia las manos.
4. Salta hacia arriba con los brazos extendidos. Repite.

⚠️ Errores comunes
* Hundir la cadera en la plancha.
* Caer del salto con las rodillas hacia dentro.
* Perder el control por ir demasiado rápido.
* Redondear la espalda al bajar.",burpees.png,Peso corporal,Intermedio,Metabólico / cuerpo completo,"3 series de 10 repeticiones, 60 seg de descanso"
Movilidad de cadera 90/90,90/90 hip mobility,Movilidad,Psoas / flexores de cadera,Glúteos,Ambos,https://player.mediadelivery.net/play/713982/49eba188-8c3a-43e9-9ba1-e013edd639b0,"1. Siéntate con una pierna delante y la otra al lado, ambas a 90°.
2. Mantén el torso erguido y el pecho alto.
3. Gira las rodillas hacia el otro lado controlando con la cadera.
4. Alterna lados de forma lenta y controlada.

⚠️ Errores comunes
* Redondear la espalda al rotar.
* Usar impulso en vez de control.
* Forzar el rango con dolor.
* Despegar demasiado los glteos perdiendo el control.",movilidad-de-cadera-90-90.png,Peso corporal,Principiante,Movilidad / control motor,2 series de 8-10 repeticiones por lado
Control escapular (wall slides),Wall slides,Movilidad,Trapecio,"Hombros, Manguito rotador",Ambos,https://player.mediadelivery.net/play/713982/d4dc252f-5300-4051-8302-3969b7e2da43,"1. Colócate de espaldas a la pared con espalda, brazos y manos en contacto.
2. Parte con los codos a 90° (posición de portero).
3. Desliza los brazos hacia arriba sin despegarlos de la pared.
4. Baja controlado a la posición inicial. Repite.

⚠️ Errores comunes
* Despegar la zona lumbar o las manos de la pared.
* Arquear la espalda para subir más.
* Encoger los hombros.
* Forzar el rango si no llega.",control-escapular-wall-slides.png,Peso corporal,Principiante,Movilidad / control motor,3 series de 10 repeticiones
Estiramiento de psoas (zancada),Hip flexor stretch,Movilidad,Psoas / flexores de cadera,Glúteos,Ambos,https://player.mediadelivery.net/play/713982/2148c763-5e31-4e37-9c6e-14378dbc3bbe,"1. Colócate en zancada con una rodilla en el suelo.
2. Mantén el torso erguido y el core activo.
3. Aprieta el glúteo y desplaza la cadera ligeramente al frente.
4. Mantén el estiramiento y cambia de lado.

⚠️ Errores comunes
* Arquear la zona lumbar en vez de apretar el glúteo.
* Inclinar el torso hacia delante.
* Forzar el estiramiento con dolor.
* No activar el glúteo (solo empujar la cadera).",estiramiento-de-psoas-zancada.png,Peso corporal,Principiante,Movilidad / control motor,30 seg de trabajo por lado
Extensión lumbar (superman),Superman,Movilidad,Lumbares,"Glúteos, Espalda",Ambos,https://player.mediadelivery.net/play/713982/c4267f57-00bf-4449-b8cc-70c5c1534595,"1. Túmbate boca abajo con brazos y piernas extendidos.
2. Eleva ligeramente tronco y piernas activando lumbares y glúteos.
3. Mantén la mirada al suelo (cuello neutro).
4. Baja controlado. Repite o mantén unos segundos.

⚠️ Errores comunes
* Hiperextender demasiado el cuello (mirar al frente).
* Subir con impulso de golpe.
* Elevar en exceso forzando la lumbar.
* Aguantar la respiración.",extension-lumbar-superman.png,Peso corporal,Principiante,Extensión lumbar,3 series de 10 repeticiones
Manguito rotador en polea,Cable external rotation,Movilidad,Manguito rotador,Hombros,Gimnasio,https://player.mediadelivery.net/play/713982/7df08ab4-f0b5-4f4b-83ce-e78a1e4e0777,"1. Colócate de lado a la polea con el codo flexionado a 90° y apoyado.
2. Parte con el antebrazo cruzado hacia el cuerpo.
3. Rota el antebrazo hacia fuera contra la resistencia.
4. Vuelve controlado. Repite y cambia de lado.

⚠️ Errores comunes
* Despegar o mover el codo.
* Usar demasiada carga.
* Extender el codo en vez de rotar.
* Compensar girando el torso.",manguito-rotador-en-polea.png,"Polea, Cable",Principiante,Rotación externa,3 series de 10 repeticiones
Rotación externa de hombro con banda,Band external rotation,Movilidad,Manguito rotador,Hombros,Casa,https://player.mediadelivery.net/play/713982/cbc00a76-1724-4e05-875f-dd30bd5a6626,"1. De pie, pega el codo al costado flexionado a 90°.
2. Sujeta la banda con el antebrazo cruzado hacia el ombligo.
3. Rota el antebrazo hacia fuera sin despegar el codo.
4. Vuelve controlado. Repite y cambia de lado.

⚠️ Errores comunes
* Despegar el codo del costado.
* Rotar el hombro entero en vez del antebrazo.
* Usar demasiada resistencia.
* Ir demasiado rápido.",rotacion-externa-de-hombro-con-banda.png,"Banda elástica, Polea, Mancuernas",Principiante,Rotación externa,3 series de 10 repeticiones
Movilidad de cuello,Neck mobility,Movilidad,Cuello,,Ambos,https://player.mediadelivery.net/play/713982/590b0627-5d1a-4680-b9f0-eb8a8592ab78,"1. Siéntate o pon de pie erguido con los hombros relajados.
2. Lleva la barbilla suavemente hacia el pecho y vuelve.
3. Inclina y rota la cabeza despacio en un rango cómodo.
4. Vuelve a la posición neutra entre cada movimiento.

⚠️ Errores comunes
* Hacer círculos completos bruscos del cuello.
* Forzar el rango con dolor.
* Encoger los hombros al mover el cuello.
* Ir demasiado rápido.",movilidad-de-cuello.png,Peso corporal,Principiante,Movilidad / control motor,1-2 series de 8-10 repeticiones lentas
Farmer carry (transporte de granjero),Farmer's walk,Compuesto,Core,"Antebrazos, Trapecio",Ambos,https://player.mediadelivery.net/play/713982/9283462d-9d6d-4bd5-8f2b-f64873622cdd,"1. Sujeta una carga pesada en cada mano con el core activo.
2. Mantén el pecho alto y los hombros bajos.
3. Camina con pasos cortos y controlados sin balancearte.
4. Termina dejando las cargas con control.

⚠️ Errores comunes
* Inclinarse hacia un lado (sobre todo en versión a una mano).
* Encoger los hombros.
* Dar pasos demasiado largos perdiendo el control.
* Redondear la espalda.",farmer-carry-transporte-de-granjero.png,"Mancuernas, Kettlebell",Principiante,Carga / transporte,"3 series de 30 seg de trabajo, 60 seg de descanso"
Rueda abdominal (ab wheel),Ab wheel rollout,Aislamiento,Core,"Abdomen, Espalda",Ambos,https://player.mediadelivery.net/play/713982/171b34ef-67a3-43a6-a70d-68219ade4570,"1. De rodillas, sujeta la rueda bajo los hombros con la espalda neutra.
2. Aprieta el core y desplaza la rueda al frente.
3. Llégate hasta donde puedas controlar sin hundir la cadera.
4. Vuelve tirando con el abdomen. Repite.

⚠️ Errores comunes
* Hundir la cadera y arquear la lumbar.
* Ir más lejos de lo que el core controla.
* Tirar con los brazos en vez del abdomen.
* Perder la posición neutra de la espalda.",rueda-abdominal-ab-wheel.png,Peso corporal,Avanzado,Anti-extensión,"3 series de 10 repeticiones, 60 seg de descanso"
Pallof press,Anti-rotación en polea,Aislamiento,Core,Glúteos,Ambos,https://player.mediadelivery.net/play/713982/3f837616-a450-4c05-9dfe-b957d3ddab98,"1. Colócate de lado a la polea, agarre cerca del esternn.
2. Aprieta el core y los glúteos.
3. Extiende los brazos al frente sin dejar que el torso rote.
4. Vuelve el agarre al pecho controlado. Repite y cambia de lado.

⚠️ Errores comunes
* Dejar que el torso rote hacia la polea.
* Mover la cadera o los pies.
* Usar los brazos en vez del core para resistir.
* Peso excesivo que vence la postura.",pallof-press.png,"Polea, Cable, Banda elástica",Intermedio,Anti-rotación,"3 series de 10 repeticiones, 60 seg de descanso"
Dead bug,Insecto muerto,Aislamiento,Core,,Ambos,https://player.mediadelivery.net/play/713982/821e6686-fd12-4ccb-9d92-000cda70a2f1,"1. Túmbate boca arriba con brazos al techo y rodillas a 90°.
2. Pega la zona lumbar al suelo.
3. Extiende un brazo y la pierna contraria hacia el suelo sin tocarlo.
4. Vuelve y alterna lados de forma controlada.

⚠️ Errores comunes
* Despegar la zona lumbar del suelo (arqueo).
* Ir demasiado rápido.
* Aguantar la respiración.
* Extender la pierna demasiado bajo perdiendo el control.",dead-bug.png,Peso corporal,Principiante,Anti-extensión,"3 series de 10 repeticiones, 60 seg de descanso"
Bird dog,Perro de caza,Aislamiento,Core,"Glúteos, Espalda",Ambos,https://player.mediadelivery.net/play/713982/2cd45885-2e29-4e58-be4d-24047d01927d,"1. Colócate en cuadrupedia con la espalda neutra.
2. Extiende a la vez un brazo y la pierna contraria.
3. Mantén la cadera y los hombros sin rotar.
4. Vuelve y alterna de forma controlada.

⚠️ Errores comunes
* Rotar la cadera al extender la pierna.
* Arquear o redondear la espalda.
* Subir la pierna por encima de la línea del torso.
* Ir demasiado rápido perdiendo el equilibrio.",bird-dog.png,Peso corporal,Principiante,Anti-rotación,"3 series de 10 repeticiones, 60 seg de descanso"
Plancha lateral,Side plank,Aislamiento,Core,"Glúteos, Hombros",Ambos,https://player.mediadelivery.net/play/713982/0f6cdf31-f288-4d5e-a3f1-05e82972a2e8,"1. Túmbate de lado apoyando el antebrazo, codo bajo el hombro.
2. Apila las piernas y los pies.
3. Eleva la cadera hasta formar una línea recta.
4. Mantén la posición y repite del otro lado.

⚠️ Errores comunes
* Dejar caer la cadera.
* Rotar el torso hacia el suelo.
* Colocar el codo por delante del hombro.
* Aguantar la respiración.",plancha-lateral.png,Peso corporal,Principiante,Anti-rotación,"3 series de 30 seg de trabajo, 60 seg de descanso"
Plancha,Plank,Aislamiento,Core,"Glúteos, Hombros",Ambos,https://player.mediadelivery.net/play/713982/7de503ac-e9a5-4790-bef4-fc90d8183275,"1. Apoya los antebrazos con los codos bajo los hombros.
2. Extiende las piernas apoyando las puntas de los pies.
3. Forma una línea recta apretando abdomen y glúteos.
4. Mantén la posición respirando con normalidad el tiempo objetivo.

⚠️ Errores comunes
* Hundir la cadera (perder la línea).
* Subir demasiado el glúteo.
* Aguantar la respiración.
* Adelantar la cabeza/cuello.",plancha.png,Peso corporal,Principiante,Anti-extensión,"3 series de 30 seg de trabajo, 60 seg de descanso"
Elevación de piernas,Leg raise,Aislamiento,Abdomen,Psoas / flexores de cadera,Ambos,https://player.mediadelivery.net/play/713982/a365718e-466a-449b-aa7d-4fb0b8e21057,"1. Túmbate con las piernas extendidas y la lumbar pegada al suelo.
2. Eleva las piernas controlando con el abdomen.
3. Sube hasta cerca de la vertical.
4. Baja controlado sin despegar la lumbar ni tocar el suelo. Repite.

⚠️ Errores comunes
* Despegar la zona lumbar al bajar las piernas.
* Usar impulso balanceando.
* Bajar más de lo que el core puede controlar.
* Flexionar el cuello tirando hacia arriba.",elevacion-de-piernas.png,Peso corporal,Intermedio,Flexión de tronco,"3 series de 10 repeticiones, 60 seg de descanso"
Hollow hold,Postura hueca,Aislamiento,Abdomen,Core,Ambos,https://player.mediadelivery.net/play/713982/97c14086-680d-4e20-b952-46d3fbe2ada6,"1. Túmbate boca arriba con brazos por detrás de la cabeza.
2. Pega la zona lumbar al suelo apretando el abdomen.
3. Eleva ligeramente brazos y piernas formando una posición hueca.
4. Mantén la posición el tiempo objetivo.

⚠️ Errores comunes
* Despegar la lumbar del suelo.
* Subir demasiado las piernas perdiendo tensión.
* Aguantar la respiración.
* Tensar el cuello tirando con los brazos.",hollow-hold.png,Peso corporal,Intermedio,Anti-extensión,"3 series de 30 seg de trabajo, 60 seg de descanso"
Puente de glúteo (glute bridge),Glute bridge,Compuesto,Glúteos,Femorales / isquiosurales,Ambos,https://player.mediadelivery.net/play/713982/5b47da9f-3751-4d7e-a2a1-5a9bcd1ee176,"1. Túmbate boca arriba con las rodillas flexionadas y los pies cerca de los glúteos.
2. Empuja con los talones elevando la cadera.
3. Sube hasta alinear rodillas, cadera y hombros.
4. Aprieta los glúteos arriba y baja controlado. Repite.

⚠️ Errores comunes
* Arquear la lumbar en vez de extender la cadera.
* Empujar con las puntas de los pies.
* Subir poco recorrido.
* Separar las rodillas hacia fuera.",puente-de-gluteo-glute-bridge.png,"Peso corporal, Disco, Banda elástica",Principiante,Extensión de cadera,"3 series de 10 repeticiones, 60 seg de descanso"
Prensa de pierna,Leg press,Compuesto,Cuádriceps,"Glúteos, Femorales / isquiosurales",Gimnasio,https://player.mediadelivery.net/play/713982/39c3845d-ea73-4351-8633-f8f2f4753201,"1. Siéntate con la espalda y la cadera bien apoyadas.
2. Coloca los pies en la plataforma a la anchura de los hombros.
3. Empuja hasta casi extender las piernas sin bloquear.
4. Baja controlado acercando las rodillas al pecho. Repite.

⚠️ Errores comunes
* Despegar la cadera o la zona lumbar del asiento.
* Bloquear las rodillas de golpe arriba.
* Bajar tan poco que no hay rango.
* Juntar las rodillas hacia dentro.",prensa-de-pierna.png,"Máquina, Disco",Principiante,Dominante de rodilla,"3 series de 10 repeticiones, 60 seg de descanso"
Tibial anterior (dorsiflexión),Tibialis raise,Aislamiento,Tibial anterior,,Ambos,https://player.mediadelivery.net/play/713982/026c25db-364e-4a23-ba47-5bab53f9ce44,"1. Apoya los talones en el suelo con una resistencia en el empeine.
2. Eleva las puntas de los pies hacia las espinillas.
3. Aprieta el tibial arriba un instante.
4. Baja controlado. Repite.

⚠️ Errores comunes
* Mover la rodilla en vez del tobillo.
* Recorrido corto.
* Usar impulso.
* Ir demasiado rápido.",tibial-anterior-dorsiflexion.png,"Peso corporal, Banda elástica, Disco",Principiante,Dorsiflexión,"3 series de 10 repeticiones, 60 seg de descanso"
Curl femoral tumbado,Lying leg curl,Aislamiento,Femorales / isquiosurales,Gemelos,Gimnasio,https://player.mediadelivery.net/play/713982/d3b88dcf-0cb9-4007-b72f-7d95e321212c,"1. Túmbate boca abajo con el rodillo sobre las pantorrillas.
2. Flexiona las rodillas llevando el rodillo hacia los glúteos.
3. Aprieta los femorales arriba.
4. Baja controlado hasta extender. Repite.

⚠️ Errores comunes
* Despegar la cadera del banco (usar impulso).
* Recorrido corto sin contraer.
* Bajar dejando caer el peso.
* Colocar mal el rodillo (muy alto o muy bajo).",curl-femoral-tumbado.png,Máquina,Principiante,Flexión de rodilla,"3 series de 10 repeticiones, 60 seg de descanso"
Step up (subida al cajón),Step-up,Compuesto,Cuádriceps,Glúteos,Ambos,https://player.mediadelivery.net/play/713982/347202f7-f444-4c53-993c-a6a114acd82c,"1. Apoya un pie completo sobre el cajn.
2. Empuja con esa pierna para subir, sin impulsarte con la de abajo.
3. Sube hasta quedar de pie sobre el cajn.
4. Baja controlado con la misma pierna. Repite y cambia de lado.

⚠️ Errores comunes
* Impulsarse con la pierna de abajo (rebote).
* Cajn demasiado alto que obliga a inclinarse.
* Dejar caer el cuerpo al bajar.
* Apoyar solo la puntera en el cajn.",step-up-subida-al-cajon.png,"Cajón/step, Mancuernas",Principiante,Zancada / unilateral,"3 series de 10 repeticiones, 60 seg de descanso"
Extensión de cuádriceps,Leg extension,Aislamiento,Cuádriceps,,Gimnasio,https://player.mediadelivery.net/play/713982/d6a1aba6-bac5-4056-a579-c62c434c4f7e,"1. Siéntate con la espalda apoyada y el rodillo sobre las espinillas.
2. Extiende las piernas hacia el frente elevando el rodillo.
3. Aprieta el cuádriceps arriba un instante.
4. Baja controlado sin dejar caer el peso. Repite.

⚠️ Errores comunes
* Usar impulso con la cadera.
* Bloquear bruscamente la rodilla con peso alto.
* Recorrido corto.
* Despegar la espalda del respaldo.",extension-de-cuadriceps.png,Máquina,Principiante,Dominante de rodilla,"3 series de 10 repeticiones, 60 seg de descanso"
Elevación de gemelos,Calf raise,Aislamiento,Gemelos,,Ambos,https://player.mediadelivery.net/play/713982/d5363e2a-3d23-4b1e-860a-a8baafa2ab6c,"1. Coloca las puntas de los pies en el escalón con los talones colgando.
2. Sube de puntillas elevando los talones al máximo.
3. Aprieta los gemelos arriba un instante.
4. Baja los talones por debajo para estirar. Repite.

⚠️ Errores comunes
* Recorrido corto sin estirar ni contraer del todo.
* Rebotar con impulso.
* Flexionar las rodillas (en la versión de pie).
* Ir demasiado rápido.",elevacion-de-gemelos.png,"Máquina, Mancuernas, Peso corporal",Principiante,Flexión plantar,"3 series de 10 repeticiones, 60 seg de descanso"
Hip thrust,Empuje de cadera,Compuesto,Glúteos,Femorales / isquiosurales,Ambos,https://player.mediadelivery.net/play/713982/4a39a48c-762e-4d7c-ba4a-1501ebaa661d,"1. Apoya la espalda alta en el banco y coloca la barra sobre la cadera.
2. Pies apoyados, rodillas flexionadas.
3. Empuja con los talones elevando la cadera hasta el paralelo.
4. Aprieta los glúteos arriba y baja controlado. Repite.

⚠️ Errores comunes
* Hiperextender la zona lumbar arriba (arquear de más).
* Empujar con la punta de los pies.
* No llegar a la extensión completa de cadera.
* Adelantar demasiado los pies (pasa a femoral).",hip-thrust.png,"Barra, Banco, Disco",Intermedio,Extensión de cadera,"3 series de 10 repeticiones, 60 seg de descanso"
Sentadilla con barra,"Barbell squat, Back squat",Compuesto,Cuádriceps,"Glúteos, Femorales / isquiosurales, Core",Gimnasio,https://player.mediadelivery.net/play/713982/902a39f7-1199-4f8d-b7fd-6f5286ed4307,"1. Coloca la barra en la espalda alta y saca pecho.
2. Pies a la anchura de los hombros, punteras algo abiertas.
3. Baja flexionando cadera y rodillas hasta el paralelo.
4. Empuja con los pies para volver arriba. Repite.

⚠️ Errores comunes
* Redondear la espalda baja.
* Despegar los talones del suelo.
* Juntar las rodillas hacia dentro.
* No bajar lo suficiente (cuarto de sentadilla).",sentadilla-con-barra.png,"Barra, Rack, Disco",Intermedio,Dominante de rodilla,"3 series de 10 repeticiones, 60 seg de descanso"
Peso muerto rumano,"Romanian deadlift, RDL",Compuesto,Femorales / isquiosurales,"Glúteos, Lumbares",Ambos,https://player.mediadelivery.net/play/713982/0d45bc1f-6a9e-4043-a6c0-4850e55ab069,"1. De pie, sujeta la barra frente a los muslos con la espalda recta.
2. Lleva la cadera hacia atrás bajando la barra pegada a las piernas.
3. Baja hasta sentir estiramiento en los femorales, sin redondear.
4. Sube empujando la cadera al frente. Repite.

⚠️ Errores comunes
* Redondear la espalda baja.
* Convertirlo en sentadilla (flexionar mucho las rodillas).
* Alejar la barra de las piernas.
* No llevar la cadera atrás (bajar solo con la espalda).",peso-muerto-rumano.png,"Barra, Mancuernas, Disco",Intermedio,Bisagra de cadera,"3 series de 10 repeticiones, 60 seg de descanso"
Curl predicador (Scott),Preacher curl,Aislamiento,Bíceps,Antebrazos,Gimnasio,https://player.mediadelivery.net/play/713982/170faf44-d000-4ad6-9ade-8853cc2220eb,"1. Apoya la parte posterior de los brazos en el cojn del predicador.
2. Sujeta la barra con agarre supino, brazos casi extendidos.
3. Sube la barra hacia los hombros sin despegar los brazos.
4. Baja controlado sin extender de golpe el codo. Repite.

⚠️ Errores comunes
* Extender el codo de golpe abajo (riesgo articular).
* Despegar los brazos del apoyo.
* Usar demasiado peso perdiendo el rango.
* Levantar los glteos del asiento.",curl-predicador-scott.png,"Barra, Banco, Máquina",Intermedio,Flexión de codo,"3 series de 10 repeticiones, 60 seg de descanso"
Extensión de tríceps en polea,"Tricep pushdown, Cable pushdown",Aislamiento,Tríceps,Antebrazos,Gimnasio,https://player.mediadelivery.net/play/713982/49401614-4e61-42af-9549-430fedc2bdc4,"1. De pie frente a la polea alta, sujeta el agarre con los codos pegados al torso.
2. Extiende los brazos hacia abajo hasta estirarlos del todo.
3. Aprieta el tríceps abajo un instante.
4. Sube controlado hasta los 90° sin separar los codos. Repite.

⚠️ Errores comunes
* Separar los codos del torso.
* Usar impulso del cuerpo inclinándose.
* Recorrido corto sin extender del todo.
* Encoger los hombros.",extension-de-triceps-en-polea.png,"Polea, Cable",Principiante,Extensión de codo,"3 series de 10 repeticiones, 60 seg de descanso"
Curl martillo,Hammer curl,Aislamiento,Bíceps,Antebrazos,Ambos,https://player.mediadelivery.net/play/713982/3533afee-231b-453d-95fb-ccdc3911bcac,"1. De pie, sujeta las mancuernas con las palmas enfrentadas.
2. Mantén los codos pegados al torso.
3. Sube las mancuernas hacia los hombros sin girar las muñecas.
4. Baja controlado hasta extender los brazos. Repite.

⚠️ Errores comunes
* Balancear el cuerpo para subir.
* Adelantar los codos.
* Girar la muñeca (deja de ser martillo).
* Recorrido corto sin extender abajo.",curl-martillo.png,Mancuernas,Principiante,Flexión de codo,"3 series de 10 repeticiones, 60 seg de descanso"
Patada de tríceps (kickback),Tricep kickback,Aislamiento,Tríceps,Hombros,Ambos,https://player.mediadelivery.net/play/713982/71dc59f5-e5eb-4c2d-8385-b992af5cd9f5,"1. Inclina el torso con la espalda recta y pega el brazo al costado.
2. Parte con el codo flexionado a 90°.
3. Extiende el brazo hacia atrás hasta quedar recto.
4. Vuelve controlado a 90°. Repite y cambia de lado.

⚠️ Errores comunes
* Mover el hombro/codo en vez de mantenerlo fijo.
* Usar impulso balanceando el brazo.
* No extender del todo al final.
* Redondear la espalda.",patada-de-triceps-kickback.png,Mancuernas,Principiante,Extensión de codo,"3 series de 10 repeticiones, 60 seg de descanso"
Curl inclinado con mancuernas,Incline dumbbell curl,Aislamiento,Bíceps,Antebrazos,Ambos,https://player.mediadelivery.net/play/713982/1e37e7cc-4d59-46b0-98c4-e4fa81ce516b,"1. Siéntate en banco inclinado con la espalda apoyada y los brazos colgando.
2. Mantén los codos quietos detrás de la línea del cuerpo.
3. Sube las mancuernas hacia los hombros.
4. Baja controlado hasta el estiramiento completo. Repite.

⚠️ Errores comunes
* Adelantar los codos al subir (pierde el estiramiento).
* Balancear las mancuernas con impulso.
* No bajar del todo.
* Despegar la espalda del respaldo.",curl-inclinado-con-mancuernas.png,"Mancuernas, Banco",Intermedio,Flexión de codo,"3 series de 10 repeticiones, 60 seg de descanso"
Curl de muñeca,Wrist curl,Aislamiento,Antebrazos,,Ambos,https://player.mediadelivery.net/play/713982/2e7b163d-3ba8-4140-b4fc-ed5b2420eac1,"1. Apoya los antebrazos con las palmas hacia arriba y las muñecas por fuera de las rodillas.
2. Deja caer la barra extendiendo las muñecas.
3. Flexiona las muñecas hacia arriba elevando la barra.
4. Baja controlado. Repite.

⚠️ Errores comunes
* Mover los antebrazos en vez de solo las muñecas.
* Recorrido corto sin estirar abajo.
* Usar demasiado peso.
* Apretar en exceso provocando molestia.",curl-de-muneca.png,"Barra, Mancuernas, Banco",Principiante,Flexión de muñeca,"3 series de 10 repeticiones, 60 seg de descanso"
Trabajo de agarre (farmer hold),Farmer's hold,Compuesto,Antebrazos,"Trapecio, Core",Ambos,https://player.mediadelivery.net/play/713982/5a3adfd2-b0ee-48f4-a23a-70e8d24958f3,"1. De pie, sujeta una carga pesada en cada mano con los brazos extendidos.
2. Mantén el pecho alto, los hombros bajos y el core activo.
3. Sostén la posición (o camina) el tiempo objetivo.
4. Deja las cargas con control al terminar.

⚠️ Errores comunes
* Encoger los hombros hacia las orejas.
* Redondear la espalda al sostener.
* Soltar la carga de golpe.
* Usar correas que anulan el trabajo de agarre.",trabajo-de-agarre-farmer-hold.png,"Mancuernas, Kettlebell",Principiante,Carga / transporte,"3 series de 30 seg de trabajo, 60 seg de descanso"
Fondos en banco (triceps dips),Bench dips,Aislamiento,Tríceps,"Hombros, Pecho",Ambos,https://player.mediadelivery.net/play/713982/5be81817-8a8e-4558-9711-f9a978a7b2fb,"1. Apoya las manos en el borde del banco detrás de ti, dedos al frente.
2. Suspende la cadera con los brazos extendidos.
3. Baja flexionando los codos hacia atrás hasta ~90°.
4. Empuja hacia arriba extendiendo los brazos. Repite.

⚠️ Errores comunes
* Bajar demasiado y estresar el hombro.
* Abrir los codos hacia los lados.
* Alejar la cadera del banco.
* Ayudarse en exceso con las piernas.",fondos-en-banco-triceps-dips.png,"Peso corporal, Banco",Principiante,Extensión de codo,"3 series de 10 repeticiones, 60 seg de descanso"
Pájaros (reverse fly con mancuernas),Bent-over rear delt fly,Aislamiento,Hombros,"Trapecio, Espalda",Ambos,https://player.mediadelivery.net/play/713982/68aa68af-dbe8-40cd-bb40-b60c319ea3df,"1. Inclina el torso hacia delante con la espalda recta.
2. Deja las mancuernas colgando con los codos algo flexionados.
3. Abre los brazos a los lados hasta la altura de los hombros.
4. Baja controlado sin usar impulso. Repite.

⚠️ Errores comunes
* Usar impulso subiendo el torso.
* Convertirlo en remo (codos hacia atrás).
* Juntar demasiado las escápulas (pasa a espalda).
* Peso excesivo perdiendo la técnica.",pajaros-reverse-fly-con-mancuernas.png,Mancuernas,Intermedio,Tirón horizontal,"3 series de 10 repeticiones, 60 seg de descanso"
Elevaciones frontales,Front raise,Aislamiento,Hombros,Pecho,Ambos,https://player.mediadelivery.net/play/713982/2f255b2d-3205-42ae-9a3b-e4bee38b08e7,"1. De pie, sujeta las mancuernas frente a los muslos.
2. Eleva un brazo al frente hasta la altura del hombro.
3. Mantén el codo casi recto y el torso quieto.
4. Baja controlado y alterna brazos (o sube ambos). Repite.

⚠️ Errores comunes
* Usar impulso balanceando el torso.
* Subir por encima del hombro innecesariamente.
* Arquear la lumbar.
* Peso excesivo que obliga a hacer trampa.",elevaciones-frontales.png,"Mancuernas, Disco",Principiante,Empuje vertical,"3 series de 10 repeticiones, 60 seg de descanso"
Reverse fly en máquina (peck deck inverso),Rear delt fly machine,Aislamiento,Hombros,Trapecio,Gimnasio,https://player.mediadelivery.net/play/713982/0f12e8e9-9eff-45eb-ab13-1e9d9dcf612f,"1. Siéntate de frente con el pecho apoyado y agarra las empuñaduras.
2. Abre los brazos hacia atrás describiendo un arco.
3. Llega a la línea de los hombros sin forzar.
4. Vuelve controlado al frente. Repite.

⚠️ Errores comunes
* Encoger los hombros al abrir.
* Flexionar mucho los codos (se vuelve remo).
* Usar demasiado peso con impulso.
* Recorrido corto sin contraer.",reverse-fly-en-maquina-peck-deck-inverso.png,Máquina,Principiante,Tirón horizontal,"3 series de 10 repeticiones, 60 seg de descanso"
Press de hombros en máquina,Shoulder press machine,Compuesto,Hombros,Tríceps,Gimnasio,https://player.mediadelivery.net/play/713982/ae1daf8c-4d16-4a51-881c-ab1d40f5aaa4,"1. Ajusta el asiento para que los agarres queden a la altura de los hombros.
2. Apoya la espalda y sujeta las empuñaduras.
3. Empuja hacia arriba hasta casi extender los brazos.
4. Baja controlado sin dejar caer el peso. Repite.

⚠️ Errores comunes
* Asiento mal ajustado (agarres muy altos/bajos).
* Despegar la espalda del respaldo.
* Bloquear los codos de golpe.
* Soltar la bajada sin control.",press-de-hombros-en-maquina.png,Máquina,Principiante,Empuje vertical,"3 series de 10 repeticiones, 60 seg de descanso"
Press Arnold,Arnold press,Compuesto,Hombros,Tríceps,Ambos,https://player.mediadelivery.net/play/713982/7360d748-0499-4d26-bc93-e42a7d37a789,"1. Siéntate con respaldo y sujeta las mancuernas frente a la cara, palmas hacia ti.
2. Empuja hacia arriba girando las palmas hasta que miren al frente.
3. Extiende casi del todo los brazos sobre la cabeza.
4. Baja invirtiendo el giro de forma controlada. Repite.

⚠️ Errores comunes
* Hacer el giro de forma brusca o descoordinada.
* Arquear la espalda contra el respaldo.
* Chocar las mancuernas arriba.
* Bajar demasiado rápido sin control.",press-arnold.png,"Mancuernas, Banco",Intermedio,Empuje vertical,"3 series de 10 repeticiones, 60 seg de descanso"
